"state","county_fips","week","mask_user_pct","mask_mandate","gop_vote_share_2016","deaths_per_10k","COVID_news","retail_visit_per_hundred","COVID_news_cable","urban_population_percentage","image_users","mask_users","population_density","week_counter","week_counter_log","population"
"Pennsylvania","42069","2020-03-08 to 2020-03-14",0.014462,"yes",48.8,0.11,0.24,1.43,0.26,73.6,132000,16300,284.6,3,0.477,1280000
"Rhode Island","44009","2020-03-08 to 2020-03-14",0.00639,"yes",38.9,0.09,0.25,1.43,0.26,73.4,42000,5200,1079.0,3,0.477,1090000
"South Carolina","45077","2020-03-08 to 2020-03-14",0.008115,"no",54.7,0.11,0.23,1.36,0.25,65.1,26300,4000,177.7,3,0.477,513000
"South Dakota","46113","2020-03-08 to 2020-03-14",0.006905,"no",61.5,0.09,0.24,1.41,0.24,59.5,11900,2100,11.5,3,0.477,89200
"Tennessee","47037","2020-03-08 to 2020-03-14",0.007619,"no",60.7,0.12,0.25,1.38,0.26,68.2,32700,5600,174.2,3,0.477,687000
"Texas","48157","2020-03-08 to 2020-03-14",0.008348,"no",50.4,0.08,0.24,1.54,0.25,84.3,620000,9200,108.6,3,0.477,2910000
"Utah","49037","2020-03-08 to 2020-03-14",0.007619,"no",45.5,0.08,0.25,1.38,0.23,80.6,15800,2900,39.8,3,0.477,314000
"Vermont","50009","2020-03-08 to 2020-03-14",0.005368,"yes",28.7,0.1,0.26,1.2,0.27,34.0,17000,400,71.0,3,0.477,64300
"Virginia","51069","2020-03-08 to 2020-03-14",0.012095,"yes",45.7,0.07,0.24,1.44,0.28,75.7,53000,7200,209.9,3,0.477,855000
"Washington","53069","2020-03-08 to 2020-03-14",0.015385,"yes",38.6,0.08,0.25,1.35,0.32,75.9,410000,9300,118.8,3,0.477,747000
"West Virginia","54109","2020-03-08 to 2020-03-14",0.007905,"no",69.7,0.11,0.24,1.38,0.24,48.6,20100,3800,77.1,3,0.477,185000
"Wisconsin","55137","2020-03-08 to 2020-03-14",0.012269,"no",47.9,0.1,0.24,1.31,0.27,66.4,34300,6200,106.2,3,0.477,583000
"Wyoming","56157","2020-03-08 to 2020-03-14",0.005902,"no",68.2,0.09,0.28,1.34,0.24,25.6,8700,1400,6.1,3,0.477,58500
"Alabama","01001","2020-03-08 to 2020-03-14",0.032911,"no",62.0814,,0.01,0.51,0.11,74.26,2500,1800,89.0,2,0.693147,51810
"Alaska","02013","2020-02-23 to 2020-02-29",0.001045,"no",51.2759,0.72,0.62,0.31,0.12,71.12,1800,600,2.3,4,1.386294,16371
"Arizona","04005","2020-03-01 to 2020-03-07",0.019047,"no",48.0813,0.61,0.71,0.49,0.21,86.34,38000,2800,111.2,1,0.0,710011
"Arkansas","05019","2020-02-16 to 2020-02-22",0.007382,"yes",60.5714,0.55,0.56,0.42,0.16,73.19,11000,2500,67.1,3,1.098612,23435
"California","06021","2020-02-09 to 2020-02-15",0.053493,"yes",31.6205,0.49,0.76,0.58,0.22,95.69,230000,79000,241.8,6,1.791759,1181209
"Colorado","08027","2020-02-23 to 2020-02-29",0.023444,"no",43.2551,0.64,0.73,0.53,0.24,89.79,41000,6900,101.8,4,1.386294,537191
"Connecticut","09007","2020-03-01 to 2020-03-07",0.015776,"yes",40.9091,0.59,0.64,0.43,0.17,89.91,25000,4600,768.1,1,0.0,355493
"Delaware","10003","2020-02-16 to 2020-02-22",0.009804,"yes",41.4165,0.52,0.61,0.39,0.14,85.34,10000,2200,477.3,3,1.098612,95603
"Florida","12057","2020-03-01 to 2020-03-07",0.016824,"no",49.0166,0.63,0.69,0.48,0.20,92.14,700000,44000,376.6,1,0.0,1964806
"Georgia","13057","2020-03-01 to 2020-03-07",0.011548,"no",51.8201,0.58,0.65,0.44,0.18,84.88,40000,6300,188.1,1,0.0,991794
"Hawaii","15009","2020-02-09 to 2020-02-15",0.034215,"yes",30.4755,0.47,0.70,0.52,0.28,91.73,22000,12000,221.6,6,1.791759,141804
"Idaho","16013","2020-03-01 to 2020-03-07",0.009734,"no",59.2435,0.53,0.63,0.40,0.15,81.19,28000,3800,20.9,1,0.0,175239
"Illinois","17031","2020-03-01 to 2020-03-07",0.021457,"no",38.3542,0.60,0.72,0.51,0.21,86.69,170000,33000,230.2,1,0.0,1285923
"Indiana","18029","2020-02-23 to 2020-02-29",0.010982,"no",56.8612,0.57,0.65,0.42,0.16,78.93,46000,6600,186.0,4,1.386294,669821
"Iowa","19095","2020-02-16 to 2020-02-22",0.007551,"no",51.1453,0.54,0.61,0.38,0.13,79.05,25000,3500,60.8,3,1.098612,313469
"Kansas","20045","2020-02-23 to 2020-02-29",0.008414,"no",56.5867,0.55,0.64,0.40,0.14,77.53,23000,4100,35.1,4,1.386294,291356
"Kentucky","21067","2020-02-09 to 2020-02-15",0.009021,"yes",62.5046,0.59,0.68,0.46,0.19,75.11,24000,4100,108.7,6,1.791759,444245
"Louisiana","22019","2020-02-23 to 2020-02-29",0.007494,"no",58.1785,0.56,0.63,0.39,0.13,73.54,38000,3400,104.6,4,1.386294,466308
"Maine","23003","2020-02-16 to 2020-02-22",0.011193,"yes",44.9009,0.53,0.66,0.43,0.17,91.61,15000,3400,42.8,3,1.098612,136142
"Maryland","24005","2020-03-01 to 2020-03-07",0.017419,"no",33.7678,0.59,0.73,0.52,0.23,92.08,44000,11000,646.8,1,0.0,594303
"Massachusetts","25021","2020-03-01 to 2020-03-07",0.027181,"yes",32.8066,0.55,0.75,0.56,0.25,92.47,86000,27000,864.8,1,0.0,678264
"Michigan","26089","2020-02-23 to 2020-02-29",0.016475,"no",47.5403,0.58,0.70,0.48,0.20,86.16,98000,16000,178.4,4,1.386294,999493
"Minnesota","27095","2020-02-23 to 2020-02-29",0.012699,"no",44.9244,0.55,0.70,0.49,0.22,84.67,43000,8600,69.8,4,1.386294,543535
"Mississippi","28025","2020-02-23 to 2020-02-29",0.007176,"no",57.8482,0.54,0.60,0.36,0.11,71.62,19000,3000,62.9,4,1.386294,294744
"Missouri","29095","2020-03-01 to 2020-03-07",0.011955,"no",56.8247,0.56,0.65,0.41,0.16,82.05,49000,9200,89.2,1,0.0,606108
"Montana","30013","2020-03-01 to 2020-03-07",0.008398,"yes",56.1726,0.51,0.62,0.37,0.11,82.54,15000,2400,7.1,1,0.0,103430
"Nebraska","31079","2020-02-16 to 2020-02-22",0.009314,"no",58.7566,0.53,0.64,0.40,0.14,77.57,18000,3500,26.7,3,1.098612,186555
"Nevada","32003","2020-03-01 to 2020-03-07",0.012654,"no",45.3807,0.56,0.70,0.49,0.23,93.22,220000,28000,28.1,1,0.0,288766
"New Hampshire","33015","2020-02-09 to 2020-02-15",0.014161,"yes",46.5179,0.53,0.67,0.45,0.19,84.72,12000,3400,148.6,6,1.791759,137528
"New Jersey","34003","2020-03-01 to 2020-03-07",0.023431,"yes",40.8057,0.58,0.72,0.51,0.25,92.52,89000,20000,1215.5,1,0.0,884159
"New Mexico","35003","2020-02-16 to 2020-02-22",0.010444,"yes",40.0488,0.53,0.66,0.42,0.19,82.79,15000,4800,17.4,3,1.098612,213402
"New York","36047","2020-03-01 to 2020-03-07",0.034499,"yes",36.8791,0.60,0.76,0.56,0.29,93.21,2290000,540000,430.2,1,0.0,1945328
"North Carolina","37013","2020-02-23 to 2020-02-29",0.014279,"no",49.8138,0.55,0.69,0.46,0.20,86.19,730000,140000,218.8,4,1.386294,1017830
"North Dakota","38015","2020-02-16 to 2020-02-22",0.006448,"no",62.9667,0.50,0.59,0.34,0.10,77.26,12000,2400,10.8,3,1.098612,76052
"Ohio","39035","2020-03-01 to 2020-03-07",0.014491,"no",51.6897,0.57,0.68,0.45,0.19,85.57,900000,160000,284.2,1,0.0,1168023
"Oklahoma","40077","2020-02-23 to 2020-02-29",0.007234,"no",65.3578,0.54,0.62,0.38,0.13,75.54,22000,4400,24.9,4,1.386294,394743
"Oregon","41067","2020-02-09 to 2020-02-15",0.018236,"yes",40.0518,0.53,0.72,0.51,0.26,83.11,380000,95000,44.4,6,1.791759,418187
"Pennsylvania","42067","2020-02-16 to 2020-02-22",0.014295,"no",48.1446,0.56,0.68,0.45,0.20,84.45,1000000,190000,284.8,3,1.098612,1277995
"Rhode Island","44005","2020-02-23 to 2020-02-29",0.017924,"yes",38.9453,0.55,0.72,0.52,0.25,92.34,40000,9600,1066.7,4,1.386294,109398
"South Carolina","45085","2020-02-09 to 2020-02-15",0.009345,"no",54.5529,0.55,0.65,0.41,0.17,83.42,390000,78000,152.5,6,1.791759,500959
"South Dakota","46093","2020-02-23 to 2020-02-29",0.009034,"no",61.5698,0.52,0.61,0.36,0.11,81.78,15000,3600,10.8,4,1.386294,85321
"Tennessee","47037","2020-02-16 to 2020-02-22",0.010959,"no",60.6601,0.56,0.66,0.42,0.19,79.21,430000,75000,174.8,3,1.098612,673844
"Texas","48047","2020-02-23 to 2020-02-29",0.019045,"no",52.1081,0.54,0.69,0.47,0.22,86.47,9500000,1480000,108.2,4,1.386294,2974422
"Utah","49035","2020-03-01 to 2020-03-07",0.010824,"yes",45.5056,0.51,0.67,0.43,0.19,90.57,250000,45000,42.2,1,0.0,311833
"Vermont","50017","2020-02-16 to 2020-02-22",0.013859,"yes",29.7571,0.52,0.69,0.48,0.22,84.72,12000,3500,69.1,3,1.098612,62666
"Virginia","51067","2020-02-23 to 2020-02-29",0.016456,"no",45.0337,0.55,0.70,0.49,0.24,86.44,680000,130000,214.5,4,1.386294,853768
"Washington","53033","2020-02-09 to 2020-02-15",0.027654,"yes",38.1874,0.52,0.74,0.53,0.29,93.12,450000,128000,116.5,6,1.791759,753278
"West Virginia","54049","2020-02-23 to 2020-02-29",0.009345,"no",68.6076,0.56,0.62,0.37,0.10,76.71,17000,3300,77.1,4,1.386294,176231
"Wisconsin","55047","2020-03-01 to 2020-03-07",0.018824,"no",47.2063,0.54,0.70,0.48,0.22,81.72,430000,86000,108.6,1,0.0,577432
"Wyoming","56049","2020-02-16 to 2020-02-22",0.008398,"no",68.1744,0.49,0.59,0.35,0.10,74.44,10000,2400,6.0,3,1.098612,58027
"Michigan","26059","2020-02-09 to 2020-02-15",0.013723,"no",47.5403,0.55,0.69,0.47,0.21,86.16,78000,14000,61.1,6,1.791759,24676
"Maryland","24031","2020-02-23 to 2020-02-29",0.016263,"no",33.7678,0.56,0.72,0.52,0.25,92.52,36000,9300,332.1,4,1.386294,21410
"North Carolina","37011","2020-02-09 to 2020-02-15",0.010637,"no",49.8138,0.54,0.67,0.44,0.20,86.19,39000,7500,192.4,6,1.791759,33886
"Louisiana","22005","2020-02-23 to 2020-02-29",0.007734,"no",58.1785,0.55,0.63,0.39,0.14,73.54,25000,5500,187.1,4,1.386294,20460
"Arkansas","05025","2020-02-09 to 2020-02-15",0.008115,"yes",60.5714,0.53,0.57,0.33,0.12,73.19,7500,2200,64.3,6,1.791759,24656
"Montana","30075","2020-03-01 to 2020-03-07",0.009263,"yes",56.1726,0.50,0.60,0.35,0.11,82.54,12000,2600,6.8,1,0.0,10630
"Alabama","01045","2020-02-23 to 2020-02-29",0.009813,"no",62.0814,0.57,0.64,0.40,0.15,75.11,22000,4500,87.5,4,1.386294,53300
"Kentucky","21069","2020-02-23 to 2020-02-29",0.009151,"yes",62.5046,0.56,0.66,0.42,0.18,75.54,15000,3100,55.2,4,1.386294,21169
"New York","36099","2020-02-23 to 2020-02-29",0.030341,"yes",36.8791,0.59,0.75,0.55,0.28,93.21,470000,740000,461.9,4,1.386294,808563
"Maryland","24037","2020-02-09 to 2020-02-15",0.015449,"no",33.7678,0.56,0.72,0.51,0.24,92.52,25000,6600,373.8,6,1.791759,42111
"Mississippi","28069","2020-03-01 to 2020-03-07",0.008172,"no",57.8482,0.52,0.60,0.35,0.11,71.62,13000,3600,64.7,1,0.0,23532
"Texas","48165","2020-02-09 to 2020-02-15",0.019335,"no",52.1081,0.53,0.69,0.47,0.23,86.47,3100000,500000,111.8,6,1.791759,287651
"Florida","12061","2020-02-23 to 2020-02-29",0.016321,"no",49.0166,0.59,0.69,0.48,0.23,92.14,550000,100000,403.1,4,1.386294,649759
"Georgia","13115","2020-02-09 to 2020-02-15",0.010857,"no",51.8201,0.56,0.65,0.43,0.19,84.88,280000,43000,185.8,6,1.791759,208655
"Indiana","18141","2020-03-01 to 2020-03-07",0.011374,"no",56.8612,0.55,0.66,0.44,0.20,78.93,360000,45000,186.2,1,0.0,676683
"Kentucky","21071","2020-02-16 to 2020-02-22",0.009151,"yes",62.5046,0.55,0.65,0.40,0.15,75.11,12000,3100,24.2,3,1.098612,19971
"Michigan","26101","2020-02-23 to 2020-02-29",0.015135,"no",47.5403,0.56,0.70,0.49,0.24,86.16,27000,4300,76.1,4,1.386294,52795
"Missouri","29149","2020-02-23 to 2020-02-29",0.012251,"no",56.8247,0.54,0.65,0.41,0.17,82.05,20000,4600,68.2,4,1.386294,29745
"North Carolina","37117","2020-02-09 to 2020-02-15",0.010637,"no",49.8138,0.54,0.67,0.45,0.21,86.19,25000,5100,169.8,6,1.791759,25641
"Oklahoma","40087","2020-02-16 to 2020-02-22",0.007549,"no",65.3578,0.52,0.61,0.37,0.12,75.54,13000,3000,22.2,3,1.098612,23128
"Oregon","41153","2020-02-23 to 2020-02-29",0.019113,"yes",40.0518,0.53,0.72,0.51,0.26,83.11,210000,43000,44.9,4,1.386294,204595
"Pennsylvania","42127","2020-02-16 to 2020-02-22",0.013475,"no",48.1446,0.55,0.68,0.44,0.20,84.45,62000,10000,274.4,3,1.098612,41936
"South Dakota","46103","2020-02-23 to 2020-02-29",0.009449,"no",61.5698,0.51,0.61,0.36,0.11,81.78,10000,2100,7.0,4,1.386294,9566
"Tennessee","47159","2020-02-09 to 2020-02-15",0.010959,"no",60.6601,0.55,0.66,0.43,0.20,79.21,310000,61000,178.1,6,1.791759,277357
"West Virginia","54125","2020-02-09 to 2020-02-15",0.009345,"no",68.6076,0.55,0.62,0.38,0.13,76.71,9000,2300,81.6,6,1.791759,16303
"Wisconsin","55153","2020-02-23 to 2020-02-29",0.016721,"no",47.2063,0.53,0.69,0.47,0.23,81.72,23000,4800,105.2,4,1.386294,38140
"Alabama","1001","2020-04-05 to 2020-04-11",0.02,"no",0.62,0.03,0.4,25.1,0.5,78.4,521,1080,43.8,2,0.302,12892
"Alaska","02013","2020-05-03 to 2020-05-09",0.11,"yes",0.51,0.01,0.6,11.9,0.2,71.1,151,501,1.1,3,0.477,710
"Arizona","04019","2020-03-22 to 2020-03-28",0.07,"no",0.48,0.04,0.5,30.4,0.6,84.8,984,2036,58.8,1,0,25019
"Arkansas","05121","2020-04-19 to 2020-04-25",0.06,"yes",0.61,0.02,0.3,23.9,0.7,59.1,432,907,47.1,2,0.302,10577
"California","06065","2020-03-15 to 2020-03-21",0.05,"yes",0.31,0.05,0.8,27.3,0.8,95.7,2345,4888,253.3,1,0,49995
"Colorado","08069","2020-04-26 to 2020-05-02",0.15,"no",0.43,0.01,0.4,24.7,0.4,86.2,1321,2848,55.2,2,0.302,23958
