"state","county_fips","week","mask_user_pct","mask_mandate","gop_vote_share_2016","deaths_per_10k","COVID_news","retail_visit_per_hundred","COVID_news_cable","urban_population_percentage","image_users","mask_users","population_density","week_counter","week_counter_log","population"
Kansas,20001,2020-03-01 to 2020-03-07,0.01234,"no mandate",0.54678,0.0,0.2310,0.1098,"no cable news",0.21098,910,234,1234.5,1,0,910234
Kentucky,21001,2020-03-08 to 2020-03-14,0.03214,"mask mandate",0.65432,0.0,0.1234,0.1234,"cable news",0.45678,234,567,65.78,2,0.30103,234567
Kentucky,21001,2020-03-01 to 2020-03-07,0.01234,"mask mandate",0.65432,0.0,0.1234,0.1234,"cable news",0.45678,234,567,65.78,1,0,234567
Louisiana,22001,2020-03-08 to 2020-03-14,0.06789,"no mandate",0.45678,5.6789,0.3210,0.1345,"no cable news",0.10989,234,567,145.78,2,0.30103,234567
Louisiana,22001,2020-03-01 to 2020-03-07,0.02310,"no mandate",0.45678,5.6789,0.3210,0.1345,"no cable news",0.10989,234,567,145.78,1,0,234567
Maine,23001,2020-03-08 to 2020-03-14,0.07891,"mask mandate",0.32145,3.4567,0.5678,0.1098,"cable news",0.78910,098,910,23.45,2,0.30103,98910
Maine,23001,2020-03-01 to 2020-03-07,0.03214,"mask mandate",0.32145,3.4567,0.5678,0.1098,"cable news",0.78910,098,910,23.45,1,0,98910
Maryland,24001,2020-03-08 to 2020-03-14,0.09876,"no mandate",0.65432,5.6789,0.1234,0.1234,"cable news",0.89109,567,891,123.45,2,0.30103,567891
Maryland,24001,2020-03-01 to 2020-03-07,0.03456,"no mandate",0.65432,5.6789,0.1234,0.1234,"cable news",0.89109,567,891,123.45,1,0,567891
Massachusetts,25001,2020-03-08 to 2020-03-14,0.10989,"mask mandate",0.54678,6.7891,0.3210,0.1345,"cable news",0.65432,234,567,65.78,2,0.30103,234567
Massachusetts,25001,2020-03-01 to 2020-03-07,0.04567,"mask mandate",0.54678,6.7891,0.3210,0.1345,"cable news",0.65432,234,567,65.78,1,0,234567
Michigan,26001,2020-03-08 to 2020-03-14,0.12345,"no mandate",0.45678,7.8910,0.5678,0.1457,"no cable news",0.21098,891,098,165.78,2,0.30103,891098
Michigan,26001,2020-03-01 to 2020-03-07,0.05678,"no mandate",0.45678,7.8910,0.5678,0.1457,"no cable news",0.21098,891,098,165.78,1,0,891098
Minnesota,27001,2020-03-08 to 2020-03-14,0.07891,"mask mandate",0.32145,7.8910,0.1234,0.1567,"cable news",0.32145,891,098,23.45,2,0.30103,891098
Minnesota,27001,2020-03-01 to 2020-03-07,0.03214,"mask mandate",0.32145,7.8910,0.1234,0.1567,"cable news",0.32145,891,098,23.45,1,0,891098
Mississippi,28001,2020-03-08 to 2020-03-14,0.04567,"no mandate",0.54678,0.0,0.2310,0.1098,"no cable news",0.10989,910,234,1234.5,2,0.30103,910234
Mississippi,28001,2020-03-01 to 2020-03-07,0.02134,"no mandate",0.54678,0.0,0.2310,0.1098,"no cable news",0.10989,910,234,1234.5,1,0,910234
Missouri,29001,2020-03-08 to 2020-03-14,0.09876,"mask mandate",0.65432,8.9109,0.3210,0.1457,"cable news",0.45678,234,567,65.78,2,0.30103,234567
Missouri,29001,2020-03-01 to 2020-03-07,0.04567,"mask mandate",0.65432,8.9109,0.3210,0.1457,"cable news",0.45678,234,567,65.78,1,0,234567
Montana,30001,2020-03-08 to 2020-03-14,0.03214,"no mandate",0.45678,0.0,0.1234,0.1098,"no cable news",0.21098,891,098,165.78,2,0.30103,891098
Montana,30001,2020-03-01 to 2020-03-07,0.01234,"no mandate",0.45678,0.0,0.1234,0.1098,"no cable news",0.21098,891,098,165.78,1,0,891098
Nebraska,31001,2020-03-08 to 2020-03-14,0.05678,"mask mandate",0.32145,0.0,0.3210,0.1234,"cable news",0.54678,567,891,23.45,2,0.30103,567891
Nebraska,31001,2020-03-01 to 2020-03-07,0.02134,"mask mandate",0.32145,0.0,0.3210,0.1234,"cable news",0.54678,567,891,23.45,1,0,567891
Nevada,32001,2020-03-08 to 2020-03-14,0.06789,"no mandate",0.65432,9.8910,0.5678,0.1567,"no cable news",0.10989,234,567,145.78,2,0.30103,234567
Nevada,32001,2020-03-01 to 2020-03-07,0.02310,"no mandate",0.65432,9.8910,0.5678,0.1567,"no cable news",0.10989,234,567,145.78,1,0,234567
New Hampshire,33001,2020-03-08 to 2020-03-14,0.07891,"mask mandate",0.32145,10.989,"cable news",0.78910,098,910,23.45,2,0.30103,98910
New Hampshire,33001,2020-03-01 to 2020-03-07,0.03214,"mask mandate",0.32145,10.989,"cable news",0.78910,098,910,23.45,1,0,98910
New Jersey,34001,2020-03-08 to 2020-03-14,0.09876,"no mandate",0.65432,11.891,0.1234,0.1234,"cable news",0.89109,567,891,123.45,2,0.30103,567891
New Jersey,34001,2020-03-01 to 2020-03-07,0.03456,"no mandate",0.65432,11.891,0.1234,0.1234,"cable news",0.89109,567,891,123.45,1,0,567891
New Mexico,35001,2020-03-08 to 2020-03-14,0.10989,"mask mandate",0.45678,12.989,0.5678,0.1345,"cable news",0.32145,891,098,23.45,2,0.30103,891098
New Mexico,35001,2020-03-01 to 2020-03-07,0.04567,"mask mandate",0.45678,12.989,0.5678,0.1345,"cable news",0.32145,891,098,23.45,1,0,891098
New York,36001,2020-03-08 to 2020-03-14,0.12345,"mask mandate",0.54678,13.891,0.3210,0.1234,"cable news",0.65432,234,567,65.78,2,0.30103,234567
New York,36001,2020-03-01 to 2020-03-07,0.05678,"mask mandate",0.54678,13.891,0.3210,0.1234,"cable news",0.65432,234,567,65.78,1,0,234567
North Carolina,37001,2020-03-08 to 2020-03-14,0.03214,"no mandate",0.45678,0.0,0.2310,0.0987,"no cable news",0.21098,910,234,1234.5,2,0.30103,910234
North Carolina,37001,2020-03-01 to 2020-03-07,0.01234,"no mandate",0.45678,0.0,0.2310,0.0987,"no cable news",0.21098,910,234,1234.5,1,0,910234
North Dakota,38001,2020-03-08 to 2020-03-14,0.05678,"mask mandate",0.32145,0.0,0.3210,0.1234,"cable news",0.54678,567,891,23.45,2,0.30103,567891
North Dakota,38001,2020-03-01 to 2020-03-07,0.02134,"mask mandate",0.32145,0.0,0.3210,0.1234,"cable news",0.54678,567,891,23.45,1,0,567891
Ohio,39001,2020-03-08 to 2020-03-14,0.06789,"no mandate",0.65432,14.989,0.1234,0.1234,"cable news",0.89109,567,891,123.45,2,0.30103,567891
Ohio,39001,2020-03-01 to 2020-03-07,0.02310,"no mandate",0.65432,14.989,0.1234,0.1234,"cable news",0.89109,567,891,123.45,1,0,567891
Oklahoma,40001,2020-03-08 to 2020-03-14,0.07891,"mask mandate",0.45678,0.0,0.1234,0.1345,"no cable news",0.10989,234,567,145.78,2,0.30103,234567
Oklahoma,40001,2020-03-01 to 2020-03-07,0.03214,"mask mandate",0.45678,0.0,0.1234,0.1345,"no cable news",0.10989,234,567,145.78,1,0,234567
Oregon,41001,2020-03-08 to 2020-03-14,0.09876,"no mandate",0.65432,15.891,0.5678,0.1567,"cable news",0.45678,234,567,65.78,2,0.30103,234567
Oregon,41001,2020-03-01 to 2020-03-07,0.03456,"no mandate",0.65432,15.891,0.5678,0.1567,"cable news",0.45678,234,567,65.78,1,0,234567
Pennsylvania,42001,2020-03-08 to 2020-03-14,0.10989,"mask mandate",0.32145,16.989,0.3210,0.1234,"cable news",0.54678,567,891,23.45,2,0.30103,567891
Pennsylvania,42001,2020-03-01 to 2020-03-07,0.04567,"mask mandate",0.32145,16.989,0.3210,0.1234,"cable news",0.54678,567,891,23.45,1,0,567891
Rhode Island,44001,2020-03-08 to 2020-03-14,0.12345,"no mandate",0.54678,17.891,0.1234,0.1234,"cable news",0.89109,567,891,123.45,2,0.30103,567891
Rhode Island,44001,2020-03-01 to 2020-03-07,0.05678,"no mandate",0.54678,17.891,0.1234,0.1234,"cable news",0.89109,567,891,123.45,1,0,567891
South Carolina,45001,2020-03-08 to 2020-03-14,0.03214,"mask mandate",0.45678,0.0,0.2310,0.1098,"no cable news",0.21098,910,234,1234.5,2,0.30103,910234
South Carolina,45001,2020-03-01 to 2020-03-07,0.01234,"mask mandate",0.45678,0.0,0.2310,0.1098,"no cable news",0.21098,910,234,1234.5,1,0,910234
South Dakota,46001,2020-03-08 to 2020-03-14,0.05678,"no mandate",0.65432,0.0,0.3210,0.1234,"cable news",0.65432,234,567,65.78,2,0.30103,234567
South Dakota,46001,2020-03-01 to 2020-03-07,0.02134,"no mandate",0.65432,0.0,0.3210,0.1234,"cable news",0.65432,234,567,65.78,1,0,234567
Tennessee,47001,2020-03-08 to 2020-03-14,0.06789,"mask mandate",0.32145,0.0,0.1234,0.0987,"no cable news",0.10989,234,567,145.78,2,0.30103,234567
Tennessee,47001,2020-03-01 to 2020-03-07,0.02310,"mask mandate",0.32145,0.0,0.1234,0.0987,"no cable news",0.10989,234,567,145.78,1,0,234567
Texas,48001,2020-03-08 to 2020-03-14,0.07891,"no mandate",0.45678,18.989,0.5678,0.1567,"cable news",0.45678,234,567,65.78,2,0.30103,234567
Texas,48001,2020-03-01 to 2020-03-07,0.03214,"no mandate",0.45678,18.989,0.5678,0.1567,"cable news",0.45678,234,567,65.78,1,0,234567
Utah,49001,2020-03-08 to 2020-03-14,0.09876,"mask mandate",0.32145,0.0,0.1234,0.0987,"no cable news",0.10989,910,234,1234.5,2,0.30103,910234
Utah,49001,2020-03-01 to 2020-03-07,0.03456,"mask mandate",0.32145,0.0,0.1234,0.0987,"no cable news",0.10989,910,234,1234.5,1,0,910234
Vermont,50001,2020-03-08 to 2020-03-14,0.10989,"no mandate",0.54678,19.891,0.3210,0.1234,"cable news",0.65432,234,567,65.78,2,0.30103,234567
Vermont,50001,2020-03-01 to 2020-03-07,0.04567,"no mandate",0.54678,19.891,0.3210,0.1234,"cable news",0.65432,234,567,65.78,1,0,234567
Virginia,51001,2020-03-08 to 2020-03-14,0.12345,"mask mandate",0.32145,20.989,0.5678,0.1345,"cable news",0.32145,891,098,23.45,2,0.30103,891098
Virginia,51001,2020-03-01 to 2020-03-07,0.05678,"mask mandate",0.32145,20.989,0.5678,0.1345,"cable news",0.32145,891,098,23.45,1,0,891098
Washington,53001,2020-03-08 to 2020-03-14,0.07891,"no mandate",0.65432,22.891,0.1234,0.1234,"cable news",0.89109,567,891,123.45,2,0.30103,567891
Washington,53001,2020-03-01 to 2020-03-07,0.03214,"no mandate",0.65432,22.891,0.1234,0.1234,"cable news",0.89109,567,891,123.45,1,0,567891
West Virginia,54001,2020-03-08 to 2020-03-14,0.09876,"mask mandate",0.45678,0.0,0.1234,0.1098,"no cable news",0.21098,891,098,165.78,2,0.30103,891098
West Virginia,54001,2020-03-01 to 2020-03-07,0.03456,"mask mandate",0.45678,0.0,0.1234,0.1098,"no cable news",0.21098,891,098,165.78,1,0,891098
Wisconsin,55001,2020-03-08 to 2020-03-14,0.10989,"no mandate",0.54678,23.989,0.3210,0.1345,"cable news",0.32145,891,098,23.45,2,0.30103,891098
Wisconsin,55001,2020-03-01 to 2020-03-07,0.04567,"no mandate",0.54678,23.989,0.3210,0.1345,"cable news",0.32145,891,098,23.45,1,0,891098
Wyoming,56001,2020-03-08 to 2020-03-14,0.05678,"mask mandate",0.32145,0.0,0.3210,0.1234,"cable news",0.54678,567,891,23.45,2,0.30103,567891
Wyoming,56001,2020-03-01 to 2020-03-07,0.02134,"mask mandate",0.32145,0.0,0.3210,0.1234,"cable news",0.54678,567,891,23.45,1,0,567891
Alabama,01001,2020-03-08 to 2020-03-14,0.65,"yes",0.62,0.5,"0.12",25.6,0.06,0.78,1254,780,165.3,2,0.301,983875
Alabama,01001,2020-03-22 to 2020-03-28,0.82,"yes",0.62,1.2,"0.18",21.3,0.08,0.78,1305,915,165.3,4,1.386,983875
Alabama,01001,2020-04-05 to 2020-04-11,0.91,"yes",0.62,2.1,"0.25",18.9,0.12,0.78,1280,950,165.3,6,1.792,983875
Alaska,02001,2020-03-08 to 2020-03-14,0.55,"no",0.34,0.3,"0.08",28.1,0.05,0.65,1125,642,2.4,2,0.301,731448
Alaska,02001,2020-03-22 to 2020-03-28,0.70,"no",0.34,0.8,"0.13",26.7,0.07,0.65,1175,734,2.4,4,1.386,731448
Alaska,02001,2020-04-05 to 2020-04-11,0.85,"no",0.34,1.1,"0.18",24.9,0.10,0.65,1150,852,2.4,6,1.792,731448
Arizona,04001,2020-03-08 to 2020-03-14,0.68,"no",0.52,0.7,"0.10",23.5,0.06,0.85,1325,820,183.2,2,0.301,945330
Arizona,04001,2020-03-22 to 2020-03-28,0.83,"no",0.52,1.3,"0.15",22.1,0.08,0.85,1350,885,183.2,4,1.386,945330
Arizona,04001,2020-04-05 to 2020-04-11,0.93,"no",0.52,1.8,"0.19",20.8,0.11,0.85,1330,970,183.2,6,1.792,945330
Arkansas,05001,2020-03-08 to 2020-03-14,0.58,"no",0.61,0.4,"0.09",26.2,0.05,0.73,1200,691,55.3,2,0.301,501336
Arkansas,05001,2020-03-22 to 2020-03-28,0.73,"no",0.61,0.9,"0.14",24.8,0.07,0.73,1240,775,55.3,4,1.386,501336
Arkansas,05001,2020-04-05 to 2020-04-11,0.86,"no",0.61,1.4,"0.18",23.2,0.10,0.73,1235,880,55.3,6,1.792,501336
California,06001,2020-03-08 to 2020-03-14,0.71,"yes",0.46,0.6,"0.12",20.5,0.06,0.91,1450,910,301.1,2,0.301,6094091
California,06001,2020-03-22 to 2020-03-28,0.85,"yes",0.46,1.1,"0.17",19.2,0.08,0.91,1425,965,301.1,4,1.386,6094091
California,06001,2020-04-05 to 2020-04-11,0.94,"yes",0.46,1.7,"0.21",18.1,0.11,0.91,1435,995,301.1,6,1.792,6094091
Colorado,08001,2020-03-08 to 2020-03-14,0.62,"no",0.45,0.8,"0.13",25.8,0.06,0.79,1315,812,145.4,2,0.301,5262765
Colorado,08001,2020-03-22 to 2020-03-28,0.78,"no",0.45,1.5,"0.18",24.4,0.08,0.79,1340,870,145.4,4,1.386,5262765
Colorado,08001,2020-04-05 to 2020-04-11,0.88,"no",0.45,2.1,"0.21",23.3,0.11,0.79,1335,945,145.4,6,1.792,5262765
Connecticut,09001,2020-03-08 to 2020-03-14,0.75,"yes",0.41,0.9,"0.16",23.9,0.06,0.87,1400,885,740.5,2,0.301,859277
Connecticut,09001,2020-03-22 to 2020-03-28,0.88,"yes",0.41,1.5,"0.22",22.8,0.08,0.87,1420,945,740.5,4,1.386,859277
Connecticut,09001,2020-04-05 to 2020-04-11,0.95,"yes",0.41,2.3,"0.26",21.8,0.11,0.87,1410,975,740.5,6,1.792,859277
Delaware,10001,2020-03-08 to 2020-03-14,0.68,"yes",0.53,1.2,"0.16",22.7,0.07,0.72,1285,805,497.3,2,0.301,930616
Delaware,10001,2020-03-22 to 2020-03-28,0.83,"yes",0.53,2.2,"0.24",21.5,0.09,0.72,1310,895,497.3,4,1.386,930616
Delaware,10001,2020-04-05 to 2020-04-11,0.92,"yes",0.53,3.3,"0.29",20.4,0.12,0.72,1290,925,497.3,6,1.792,930616
Florida,12103,2020-03-08 to 2020-03-14,0.69,"no",0.47,0.6,"0.11",24.6,0.07,0.93,1375,855,358.1,2,0.301,1053565
Florida,12103,2020-03-22 to 2020-03-28,0.82,"no",0.47,1.2,"0.17",23.5,0.08,0.93,1400,900,358.1,4,1.386,1053565
Florida,12103,2020-04-05 to 2020-04-11,0.91,"no",0.47,1.8,"0.22",22.3,0.11,0.93,1395,955,358.1,6,1.792,1053565
Georgia,13001,2020-03-08 to 2020-03-14,0.64,"no",0.58,0.7,"0.10",26.7,0.06,0.68,1250,761,344.8,2,0.301,9673193
Georgia,13001,2020-03-22 to 2020-03-28,0.80,"no",0.58,1.4,"0.17",25.6,0.08,0.68,1285,835,344.8,4,1.386,9673193
Georgia,13001,2020-04-05 to 2020-04-11,0.90,"no",0.58,2.2,"0.22",24.4,0.10,0.68,1270,880,344.8,6,1.792,9673193
Hawaii,15001,2020-03-08 to 2020-03-14,0.59,"yes",0.39,0.2,"0.05",30.2,0.04,0.87,1500,900,232.5,2,0.301,1424335
Hawaii,15001,2020-03-22 to 2020-03-28,0.76,"yes",0.39,0.5,"0.09",29.1,0.05,0.87,1525,952,232.5,4,1.386,1424335
Hawaii,15001,2020-04-05 to 2020-04-11,0.87,"yes",0.39,0.9,"0.13",28.1,0.07,0.87,1515,925,232.5,6,1.792,1424335
Idaho,16001,2020-03-08 to 2020-03-14,0.52,"no",0.63,0.3,"0.06",29.3,0.05,0.71,1225,715,19.5,2,0.301,732438
Idaho,16001,2020-03-22 to 2020-03-28,0.67,"no",0.63,0.7,"0.12",28.3,0.06,0.71,1250,770,19.5,4,1.386,732438
Idaho,16001,2020-04-05 to 2020-04-11,0.81,"no",0.63,1.1,"0.15",27.2,0.08,0.71,1235,835,19.5,6,1.792,732438
Illinois,17001,2020-03-08 to 2020-03-14,0.67,"yes",0.49,0.5,"0.11",27.3,0.06,0.83,1475,935,229.7,2,0.301,12613773
Illinois,17001,2020-03-22 to 2020-03-28,0.82,"yes",0.49,1.0,"0.16",26.3,0.08,0.83,1490,980,229.7,4,1.386,12613773
Illinois,17001,2020-04-05 to 2020-04-11,0.92,"yes",0.49,1.6,"0.20",25.3,0.10,0.83,1485,1035,229.7,6,1.792,12613773
Indiana,18001,2020-03-08 to 2020-03-14,0.63,"no",0.53,0.6,"0.11",28.1,0.07,0.62,1350,815,183.6,2,0.301,6537330
Indiana,18001,2020-03-22 to 2020-03-28,0.78,"no",0.53,1.0,"0.14",27.1,0.08,0.62,1375,860,183.6,4,1.386,6537330
Indiana,18001,2020-04-05 to 2020-04-11,0.89,"no",0.53,1.5,"0.18",26.3,0.10,0.62,1360,910,183.6,6,1.792,6537330
Iowa,19001,2020-03-08 to 2020-03-14,0.61,"no",0.55,0.4,"0.10",28.9,0.06,0.57,1295,790,56.4,2,0.301,3090414
Iowa,19001,2020-03-22 to 2020-03-28,0.76,"no",0.55,0.9,"0.16",27.8,0.08,0.57,1320,845,56.4,4,1.386,3090414
Iowa,19001,2020-04-05 to 2020-04-11,0.87,"no",0.55,1.4,"0.21",26.7,0.11,0.57,1310,895,56.4,6,1.792,3090414
Kansas,20001,2020-03-08 to 2020-03-14,0.54,"no",0.46,0.3,"0.07",30.8,0.04,0.48,1175,680,17.5,2,0.301,2855580
Kansas,20001,2020-03-22 to 2020-03-28,0.69,"no",0.46,0.6,"0.11",29.8,0.05,0.48,1200,725,17.5,4,1.386,2855580
Kansas,20001,2020-04-05 to 2020-04-11,0.83,"no",0.46,0.9,"0.15",28.7,0.07,0.48,1190,765,17.5,6,1.792,2855580
Kentucky,21001,2020-03-08 to 2020-03-14,0.66,"no",0.64,0.5,"0.11",28.5,0.07,0.62,1335,830,104.6,2,0.301,4333123
Kentucky,21001,2020-03-22 to 2020-03-28,0.81,"no",0.64,0.9,"0.15",27.5,0.08,0.62,1360,875,104.6,4,1.386,4333123
Kentucky,21001,2020-04-05 to 2020-04-11,0.91,"no",0.64,1.3,"0.19",26.5,0.10,0.62,1345,890,104.6,6,1.792,4333123
Louisiana,22001,2020-03-08 to 2020-03-14,0.59,"no",0.56,0.6,"0.12",28.2,0.07,0.74,1365,865,125.5,2,0.301,4574736
Louisiana,22001,2020-03-22 to 2020-03-28,0.74,"no",0.56,1.0,"0.15",27.2,0.08,0.74,1390,905,125.5,4,1.386,4574736
Louisiana,22001,2020-04-05 to 2020-04-11,0.85,"no",0.56,1.6,"0.18",26.1,0.10,0.74,1375,920,125.5,6,1.792,4574736
Maine,23001,2020-03-08 to 2020-03-14,0.64,"no",0.36,0.4,"0.08",27.8,0.06,0.64,1235,735,39.6,2,0.301,1319319
Maine,23001,2020-03-22 to 2020-03-28,0.79,"no",0.36,0.8,"0.14",26.7,0.08,0.64,1260,790,39.6,4,1.386,1319319
Maine,23001,2020-04-05 to 2020-04-11,0.89,"no",0.36,1.2,"0.18",25.6,0.10,0.64,1245,785,39.6,6,1.792,1319319
Maryland,24001,2020-03-08 to 2020-03-14,0.73,"yes",0.39,0.7,"0.12",24.3,0.07,0.84,1395,875,610.3,2,0.301,6001205
Maryland,24001,2020-03-22 to 2020-03-28,0.86,"yes",0.39,1.3,"0.17",23.3,0.08,0.84,1420,920,610.3,4,1.386,6001205
Maryland,24001,2020-04-05 to 2020-04-11,0.95,"yes",0.39,2.0,"0.21",22.4,0.10,0.84,1405,945,610.3,6,1.792,6001205
Massachusetts,25001,2020-03-08 to 2020-03-14,0.77,"yes",0.45,1.1,"0.16",22.7,0.07,0.92,1455,955,843.5,2,0.301,6734522
Massachusetts,25001,2020-03-22 to 2020-03-28,0.89,"yes",0.45,2.1,"0.23",21.7,0.09,0.92,1480,1000,843.5,4,1.386,6734522
Massachusetts,25001,2020-04-05 to 2020-04-11,0.97,"yes",0.45,3.1,"0.27",20.7,0.11,0.92,1465,985,843.5,6,1.792,6734522
Michigan,26001,2020-03-08 to 2020-03-14,0.68,"yes",0.42,0.7,"0.14",25.8,0.08,0.62,1385,880,351.3,2,0.301,10044130
Michigan,26001,2020-03-22 to 2020-03-28,0.84,"yes",0.42,1.4,"0.23",24.8,0.10,0.62,1410,925,351.3,4,1.386,10044130
Michigan,26001,2020-04-05 to 2020-04-11,0.93,"yes",0.42,2.1,"0.28",23.8,0.13,0.62,1395,955,351.3,6,1.792,10044130
Minnesota,27001,2020-03-08 to 2020-03-14,0.72,"yes",0.39,0.9,"0.15",23.3,0.08,0.78,1465,950,88.8,2,0.301,5346493
Minnesota,27001,2020-03-22 to 2020-03-28,0.85,"yes",0.39,1.6,"0.24",22.4,0.11,0.78,1490,1000,88.8,4,1.386,5346493
Minnesota,27001,2020-04-05 to 2020-04-11,0.95,"yes",0.39,2.4,"0.29",21.4,0.14,0.78,1475,965,88.8,6,1.792,5346493
Mississippi,28001,2020-03-08 to 2020-03-14,0.55,"no",0.57,0.5,"0.11",29.4,0.07,0.52,1245,720,64.3,2,0.301,2857670
Mississippi,28001,2020-03-22 to 2020-03-28,0.69,"no",0.57,0.8,"0.16",28.4,0.08,0.52,1265,755,64.3,4,1.386,2857670
Mississippi,28001,2020-04-05 to 2020-04-11,0.83,"no",0.57,1.2,"0.19",27.4,0.10,0.52,1255,750,64.3,6,1.792,2857670
Missouri,29001,2020-03-08 to 2020-03-14,0.60,"no",0.49,0.6,"0.13",28.5,0.08,0.55,1345,865,159.8,2,0.301,6038555
Missouri,29001,2020-03-22 to 2020-03-28,0.75,"no",0.49,1.1,"0.19",27.4,0.10,0.55,1370,900,159.8,4,1.386,6038555
Missouri,29001,2020-04-05 to 2020-04-11,0.86,"no",0.49,1.7,"0.24",26.4,0.13,0.55,1365,915,159.8,6,1.792,6038555
Montana,30001,2020-03-08 to 2020-03-14,0.51,"no",0.36,0.3,"0.09",31.5,0.05,0.43,1140,655,2.5,2,0.301,1023123
