"state","county_fips","week","mask_user_pct","mask_mandate","gop_vote_share_2016","deaths_per_10k","COVID_news","retail_visit_per_hundred","COVID_news_cable","urban_population_percentage","image_users","mask_users","population_density","week_counter","week_counter_log","population"
"Virginia","51820","2020-03-01 to 2020-03-07",0.005531411,No,45.15953371,0.0,0.909090909,2.956198866,0.733788395,73.357993,141,0,93.969692,1,0.0,52397
"Michigan","26159","2020-03-01 to 2020-03-07",0.006434956,No,47.50014558,0.0,0.909090909,3.109739313,0.733788395,72.347956,29,0,73.137345,1,0.0,33582
"Washington","53065","2020-03-01 to 2020-03-07",0.001844956,No,38.65714286,0.0,0.909090909,3.628156215,0.733788395,83.301369,120,0,139.115689,1,0.0,71138
"New York","36051","2020-03-01 to 2020-03-07",0.001985747,No,37.52384618,0.0,0.909090909,2.743760803,0.733788395,86.426667,47,0,208.136615,1,0.0,37423
"South Carolina","45035","2020-03-01 to 2020-03-07",0.002375319,No,54.93883769,0.0,0.909090909,3.387341453,0.733788395,57.235846,28,0,54.195409,1,0.0,30248
"Vermont","50015","2020-03-01 to 2020-03-07",0.013362747,No,29.79214535,0.0,0.909090909,2.161290322,0.733788395,58.332419,11,1,15.551225,1,0.0,4398
"New Hampshire","33023","2020-03-01 to 2020-03-07",0.011355236,No,46.7137931,0.0,0.909090909,2.438027926,0.733788395,64.304145,24,1,38.129151,1,0.0,13251
"Texas","48341","2020-03-01 to 2020-03-07",0.002156455,No,64.32877609,0.0,0.909090909,3.169511968,0.733788395,54.782637,59,1,35.434317,1,0.0,31397
"Rhode Island","44003","2020-03-01 to 2020-03-07",0.003141592,No,39.49738208,0.0,0.909090909,2.644222844,0.733788395,90.659467,25,1,448.333741,1,0.0,14210
"Iowa","19067","2020-03-01 to 2020-03-07",0.00912993,No,51.15114297,0.0,0.909090909,2.981349677,0.733788395,61.213256,15,0,27.392176,1,0.0,20353
"Louisiana","22057","2020-03-01 to 2020-03-07",0.001567006,No,71.24649252,0.000013455,0.909090909,2.535882353,0.733788395,59.479285,21,1,19.181256,1,0.0,10740
"Oklahoma","40081","2020-03-01 to 2020-03-07",0.003194882,No,73.34132653,0.0,0.909090909,3.136036958,0.733788395,48.421082,16,0,18.372317,1,0.0,19891
"Oregon","41065","2020-03-01 to 2020-03-07",0.002435714,No,35.74315789,0.0,0.909090909,3.253270912,0.733788395,76.245345,50,0,95.179191,1,0.0,33514
"Louisiana","22113","2020-03-01 to 2020-03-07",0.009242564,No,72.55651351,0.0,0.909090909,3.144369721,0.733788395,41.304995,33,0,40.347656,1,0.0,21193
"New Mexico","35047","2020-03-01 to 2020-03-07",0.007281865,No,40.51969261,0.0,0.909090909,3.110852849,0.733788395,73.734146,23,1,3.921689,1,0.0,13487
"Alabama","01033","2020-03-01 to 2020-03-07",0.006133, "No", 68.456112,0.000000,0.909090,3.458333,0.733788,62.111111,245.0,3.0,434.9,1,0.000000,81920.0
"Alaska","2020","2020-03-01 to 2020-03-07",0.005876, "No", 51.881811,0.000000,0.909090,3.333333,0.733788,73.511111,101.0,1.0,3.4,1,0.000000,14210.0
"Arizona","04001","2020-03-01 to 2020-03-07",0.007111, "No", 48.087078,0.000000,0.909090,3.708333,0.733788,75.222222,398.0,4.0,69.3,1,0.000000,119110.0
"Arkansas","0551","2020-03-01 to 2020-03-07",0.006345, "No", 60.574607,0.000000,0.909090,3.208333,0.733788,71.411111,204.0,2.0,86.9,1,0.000000,53770.0
"California","6003","2020-03-01 to 2020-03-07",0.007419, "No", 31.619078,0.000000,0.909090,3.708333,0.733788,84.755556,521.0,5.0,289.8,1,0.000000,214850.0
"Colorado","0821","2020-03-01 to 2020-03-07",0.007222, "No", 43.255078,0.000000,0.909090,3.625000,0.733788,79.288889,334.0,3.0,67.2,1,0.000000,117930.0
"Connecticut","0931","2020-03-01 to 2020-03-07",0.006636, "No", 40.909302,0.000000,0.909090,3.541667,0.733788,88.333333,242.0,2.0,740.0,1,0.000000,62670.0
"Delaware","1003","2020-03-01 to 2020-03-07",0.006414, "No", 41.859101,0.000000,0.909090,3.416667,0.733788,77.714286,98.0,1.0,447.3,1,0.000000,21630.0
"Florida","12011","2020-03-01 to 2020-03-07",0.007031, "No", 49.025748,0.000000,0.909090,3.458333,0.733788,86.481481,752.0,6.0,371.1,1,0.000000,324340.0
"Georgia","13001","2020-03-01 to 2020-03-07",0.006786, "No", 51.864905,0.000000,0.909090,3.5,0.733788,78.205882,444.0,4.0,204.2,1,0.000000,143440.0
"Hawaii","15001","2020-03-01 to 2020-03-07",0.007143, "No", 30.055029,0.000000,0.909090,3.583333,0.733788,91.296296,196.0,1.0,203.1,1,0.000000,50850.0
"Idaho","16033","2020-03-01 to 2020-03-07",0.006445, "No", 59.247789,0.000000,0.909090,3.375000,0.733788,69.907407,129.0,1.0,21.6,1,0.000000,34440.0
"Illinois","17031","2020-03-01 to 2020-03-07",0.006874, "No", 39.251445,0.000000,0.909090,3.666667,0.733788,87.460317,624.0,5.0,234.7,1,0.000000,263010.0
"Indiana","18051","2020-03-01 to 2020-03-07",0.006558, "No", 56.894171,0.000000,0.909090,3.458333,0.733788,82.456044,394.0,3.0,185.6,1,0.000000,183300.0
"Iowa","19043","2020-03-01 to 2020-03-07",0.006423, "No", 51.150899,0.000000,0.909090,3.25,0.733788,70.269841,226.0,2.0,59.4,1,0.000000,95560.0
"Kansas","20045","2020-03-01 to 2020-03-07",0.006563, "No", 56.411549,0.000000,0.909090,3.375000,0.733788,76.087719,237.0,2.0,38.8,1,0.000000,79520.0
"Texas","48201","2020-02-23 to 2020-02-29",0.003145,"No",55.675213,0.0000006,0.9090909,2.950135,0.733788,78.351,101.0,1.0,145.7,1,0.0,118239
"California","06021","2020-03-01 to 2020-03-07",0.013295,"No",51.923566,0,0.9090909,4.384792,0.733788,83.234,225.0,2.0,2355.1,1,0.0,201399
"Florida","12035","2020-02-23 to 2020-02-29",0.001215,"No",58.123675,0.0000028,0.9090909,3.132355,0.733788,86.734,83.0,0.0,1219.8,1,0.0,98134
"New York","36027","2020-03-01 to 2020-03-07",0.021421,"No",40.982759,0.000001,0.9090909,3.506764,0.733788,95.456,281.0,3.0,1024.9,1,0.0,240921
"Pennsylvania","42071","2020-02-23 to 2020-02-29",0.005132,"No",51.459789,0.0000025,0.9090909,2.851349,0.733788,82.659,141.0,2.0,357.4,1,0.0,100321
"Georgia","13019","2020-02-23 to 2020-02-29",0.001398,"No",54.347921,0.0000003,0.9090909,3.455654,0.733788,62.319,70.0,1.0,175.5,1,0.0,64432
"Illinois","17027","2020-02-23 to 2020-02-29",0.008293,"No",45.854819,0.0000022,0.9090909,3.179299,0.733788,88.249,184.0,3.0,743.4,1,0.0,157191
"Ohio","39019","2020-02-23 to 2020-02-29",0.003532,"No",55.331347,0.0000014,0.9090909,3.056123,0.733788,86.179,133.0,2.0,196.8,1,0.0,85334
"Alabama","01009","2020-02-23 to 2020-02-29",0.001813,"No",64.823294,0.0000012,0.9090909,3.134698,0.733788,63.654,64.0,1.0,61.5,1,0.0,47547
"Michigan","26161","2020-02-23 to 2020-02-29",0.007131,"No",48.350745,0.0000018,0.9090909,2.877173,0.733788,85.509,144.0,2.0,162.8,1,0.0,96487
"Tennessee","47133","2020-02-23 to 2020-02-29",0.002414,"No",63.449355,0.0000019,0.9090909,3.445156,0.733788,65.549,83.0,1.0,166.4,1,0.0,62618
"Indiana","18057","2020-02-23 to 2020-02-29",0.004236,"No",57.673221,0.0000024,0.9090909,3.180555,0.733788,77.449,95.0,1.0,178.4,1,0.0,71039
"Virginia","51157","2020-02-23 to 2020-02-29",0.005365,"No",46.219846,0.0000009,0.9090909,3.215144,0.733788,86.516,181.0,3.0,204.8,1,0.0,106455
"Missouri","29169","2020-02-23 to 2020-02-29",0.002691,"No",56.375343,0.0000011,0.9090909,3.201136,0.733788,82.349,106.0,2.0,97.7,1,0.0,70974
"Akron","06053","2020-02-23 to 2020-02-29",0.002895,"No",58.411111,0.0000002,0.9090909,3.112151,0.733788,87.689,63.0,1.0,97.6,1,0.0,52600
"Louisiana","22017","2020-02-23 to 2020-02-29",0.003517,"No",58.349759,0.0000022,0.9090909,3.281621,0.733788,73.129,87.0,2.0,120.3,1,0.0,64419
"Oklahoma","40095","2020-02-23 to 2020-02-29",0.002129,"No",65.299843,0,0.9090909,3.335399,0.733788,85.151,68.0,1.0,92.2,1,0.0,59152
"Kentucky","21127","2020-02-23 to 2020-02-29",0.002311,"No",62.522654,0.0000013,0.9090909,3.172133,0.733788,73.299,70.0,1.0,115.4,1,0.0,60635
"North Carolina","37109","2020-02-23 to 2020-02-29",0.003699,"No",53.882328,0.0000015,0.9090909,3.281234,0.733788,84.899,124.0,2.0,196.5,1,0.0,96939
"Oregon","41037","2020-02-23 to 2020-02-29",0.007201,"No",44.849225,0.000001,0.9090909,3.351365,0.733788,83.655,137.0,2.0,74.6,1,0.0,73203
"Connecticut","09015","2020-02-23 to 2020-02-29",0.011189,"No",40.966345,0.0000032,0.9090909,3.449512,0.733788,89.195,215.0,3.0,738.7,1,0.0,181281
"West Virginia","54101","2020-02-23 to 2020-02-29",0.002659,"No",67.981357,0.0000031,0.9090909,2.855551,0.733788,61.849,47.0,1.0,52.7,1,0.0,42098
"Montana","30051","2020-02-23 to 2020-02-29",0.002357,"No",55.517213,0,0.9090909,3.285516,0.733788,82.739,46.0,1.0,3.2,1,0.0,24742
"Arizona","04025","2020-02-23 to 2020-02-29",0.003516,"No",51.882411,0.0000019,0.9090909,3.386755,0.733788,88.347,113.0,2.0,16.1,1,0.0,69277
"South Carolina","45001","2020-02-23 to 2020-02-29",0.002231,"No",54.546789,0.0000018,0.9090909,3.312381,0.733788,71.829,83.0,1.0,123.4,1,0.0,59183
"Delaware","10015","2020-02-23 to 2020-02-29",0.013455,"No",43.444668,0.0000013,0.9090909,3.485921,0.733788,88.351,225.0,3.0,235.1,1,0.0,175321
"Minnesota","27085","2020-02-23 to 2020-02-29",0.004654,"No",47.444955,0.0000012,0.9090909,3.175429,0.733788,84.531,141.0,2.0,25.2,1,0.0,76395
"Arkansas","05117","2020-02-23 to 2020-02-29",0.002621,"No",60.614475,0.0000021,0.9090909,3.240429,0.733788,54.559,64.0,1.0,29.1,1,0.0,59694
"Mississippi","28045","2020-02-23 to 2020-02-29",0.001699,"No",57.863415,0.0000022,0.9090909,3.195399,0.733788,57.811,53.0,1.0,63.9,1,0.0,54257
"New Jersey","34201","2020-02-23 to 2020-02-29",0.010354,"No",42.115331,0.0000025,0.9090909,3.531859,0.733788,92.161,270.0,3.0,484.3,1,0.0,241110
"Washington","53339","2020-02-23 to 2020-02-29",0.007319,"No",42.849426,0.0000021,0.9090909,3.415734,0.733788,84.361,193.0,3.0,134.6,1,0.0,85743
"New Hampshire","33015","2020-02-23 to 2020-02-29",0.005234,"No",47.454465,0.000001,0.9090909,3.196435,0.733788,79.531,85.0,2.0,89.9,1,0.0,62831
"Colorado","08149","2020-02-23 to 2020-02-29",0.007399,"No",48.331335,0.0000013,0.9090909,3.449551,0.733788,87.391,185.0,3.0,87.4,1,0.0,77703
"Massachusetts","25009","2020-02-23 to 2020-02-29",0.010456,"No",38.351267,0.0000016,0.9090909,3.453811,0.733788,93.215,270.0,3.0,586.9,1,0.0,224539
"Iowa","19069","2020-02-23 to 2020-02-29",0.002439,"No",54.446549,0.0000011,0.9090909,3.207269,0.733788,78.349,61.0,1.0,81.1,1,0.0,52818
"Utah","49057","2020-02-23 to 2020-02-29",0.007171,"No",46.833933,0.0000014,0.9090909,3.351391,0.733788,81.231,147.0,2.0,39.8,1,0.0,63202
"Alaska","02103","2020-02-23 to 2020-02-29",0.003177,"No",53.143427,0.0000028,0.9090909,3.148605,0.733788,70.361,40.0,1.0,0.4,1,0.0,19542
"Nevada","32003","2020-02-23 to 2020-02-29",0.004211,"No",46.956657,0.0000006,0.9090909,3.365131,0.733788,87.311,115.0,2.0,56.4,1,0.0,68345
"New Mexico","35009","2020-02-23 to 2020-02-29",0.005456,"No",50.514813,0.0000027,0.9090909,3.384659,0.733788,76.661,90.0,2.0,8.9,1,0.0,59613
"Nebraska","31045","2020-02-23 to 2020-02-29",0.003514,"No",59.746697,0.0000024,0.9090909,3.202159,0.733788,83.171,72.0,1.0,89.9,1,0.0,52865
"Kansas","20131","2020-02-23 to 2020-02-29",0.003115,"No",54.847477,0.0000017,0.9090909,3.182221,0.733788,74.649,83.0,1.0,26.9,1,0.0,55694
"Idaho","16049","2020-02-23 to 2020-02-29",0.004225,"No",63.881637,0.000002,0.9090909,3.354139,0.733788,80.815,91.0,2.0,11.2,1,0.0,45698
"Maine","23023","2020-02-23 to 2020-02-29",0.004659,"No",45.987387,0.0000015,0.9090909,3.214855,0.733788,84.245,111.0,2.0,43,1,0.0,63099
"Oregon","41037","2020-02-23 to 2020-02-29",0.007201,"No",44.849225,0.000001,0.9090909,3.351365,0.733788,83.655,137.0,2.0,74.6,1,0.0,73203
"Rhode Island","44003","2020-02-23 to 2020-02-29",0.013151,"No",41.419845,0.0000032,0.9090909,3.430221,0.733788,91.811,231.0,3.0,443.7,1,0.0,173341
"South Dakota","46105","2020-02-23 to 2020-02-29",0.001981,"No",61.901135,0,0.9090909,3.136549,0.733788,81.399,48.0,1.0,13.1,1,0.0,44938
"Vermont","50025","2020-02-23 to 2020-02-29",0.004792,"No",25.908,0.0000018,0.9090909,3.258,0.733788,85.921,108.0,2.0,44.2,1,0.0,44444
"Wisconsin","55121","2020-02-23 to 2020-02-29",0.004184,"No",50.844696,0.0000023,0.9090909,3.159139,0.733788,85.339,122.0,2.0,108.7,1,0.0,74551
"Colorado","08149","2020-02-23 to 2020-02-29",0.007399,"No",48.331335,0.0000013,0.9090909,3.449551,0.733788,87.391,185.0,3.0,87.4,1,0.0,77703
"New York","36047","2020-02-23 to 2020-02-29",0.007304,"No",40.683655,0.0000029,0.9090909,3.431961,0.733788,93.651,262.0,3.0,432.3,1,0.0,210926
"Utah","49057","2020-02-23 to 2020-02-29",0.007171,"No",46.833933,0.0000014,0.9090909,3.351391,0.733788,81.231,147.0,2.0,39.8,1,0.0,63202
"Massachusetts","25009","2020-02-23 to 2020-02-29",0.010456,"No",38.351267,0.0000016,0.9090909,3.453811,0.733788,93.215,270.0,3.0,586.9,1,0.0,224539
"Connecticut","09015","2020-02-23 to 2020-02-29",0.011189,"No",40.966345,0.0000025,0.9090909,3.531859,0.733788,92.161,270.0,3.0,484.3,1,0.0,181281
"Indiana","18035","2020-02-23 to 2020-02-29",0.003381,"No",57.283311,0.0000028,0.9090909,3.193319,0.733788,83.235,93.0,2.0,133.9,1,0.0,58338
"New Hampshire","33015","2020-02-23 to 2020-02-29",0.005234,"No",47.454465,0.000001,0.9090909,3.196435,0.733788,79.531,85.0,2.0,89.9,1,0.0,62831
"Minnesota","27023","2020-02-23 to 2020-02-29",0.006231,"No",43.811964,0.0000016,0.9090909,3.271841,0.733788,86.399,182.0,3.0,63.1,1,0.0,72506
"Arizona","04021","2020-02-23 to 2020-02-29",0.004499,"No",51.699387,0.0000018,0.9090909,3.375825,0.733788,88.331,135.0,2.0,19.2,1,0.0,65351
"Michigan","26123","2020-02-23 to 2020-02-29",0.004919,"No",48.216349,0.0000023,0.9090909,3.273655,0.733788,86.659,155.0,2.0,98.1,1,0.0,72923
"Nevada","32031","2020-02-23 to 2020-02-29",0.004115,"No",46.695227,0.0000019,0.9090909,3.345939,0.733788,84.345,104.0,2.0,56.4,1,0.0,64606
"Arkansas","05109","2020-02-23 to 2020-02-29",0.003157,"No",61.062275,0.0000025,0.9090909,3.215391,0.733788,51.345,61.0,1.0,29.1,1,0.0,46994
"Tennessee","47147","2020-02-23 to 2020-02-29",0.002361,"No",64.261123,0.000002,0.9090909,3.250871,0.733788,64.699,67.0,1.0,81.5,1,0.0,51062
"Oklahoma","40071","2020-02-23 to 2020-02-29",0.001723,"No",65.322445,0,0.9090909,3.258,0.733788,84.659,57.0,1.0,16.1,1,0.0,46824
"Kansas","20111","2020-02-23 to 2020-02-29",0.003121,"No",54.725337,0.000002,0.9090909,3.160419,0.733788,75.159,79.0,1.0,17.4,1,0.0,49798
