"response_id","start_date","state","congress_district","county","age","gender","weight","extra_covid_worn_mask","vote_2020","pid7","date","worn"
2943722,2020-09-28 17:12:57,KS,KS02,48,26,Male,2.8,Yes,Trump,Strong Republican,2020-09-28,True
1862461,2020-08-25 19:04:24,ME,ME01,46,56,Male,6.6,Yes,Biden,Strong Democrat,2020-08-25,False
2401568,2020-12-07 16:41:36,AZ,AZ03,85,57,Male,12.9,Yes,Biden,Weak Democrat,2020-12-07,False
1432533,2020-07-29 16:28:29,MA,MA01,12,48,Female,11.7,Yes,Biden,Strong Democrat,2020-07-29,True
1966243,2020-11-11 14:04:17,HI,HI02,82,31,Male,16.8,Yes,Biden,Weak Democrat,2020-11-11,False
1324193,2020-07-04 12:41:46,ND,ND01,54,61,Female,5.2,No,Trump,Weak Republican,2020-07-04,True
1574327,2020-08-31 16:26:11,NM,NM01,88,46,Male,10.5,Yes,Trump,Strong Republican,2020-08-31,True
1772304,2020-06-18 13:41:02,OK,OK04,67,50,Male,7.3,Yes,Trump,Weak Republican,2020-06-18,True
1652468,2020-09-15 18:54:54,AL,AL05,81,35,Male,2.3,Yes,Trump,Strong Republican,2020-09-15,True
1958496,2020-12-03 18:58:41,AK,AK01,83,59,Female,17.2,Yes,Biden,Weak Democrat,2020-12-03,False
2115678,2020-07-14 14:17:03,ID,ID01,70,42,Female,5.2,Yes,Trump,Strong Republican,2020-07-14,True
1734290,2020-09-04 15:19:53,AR,AR04,56,37,Male,7.3,Yes,Biden,Weak Democrat,2020-09-04,False
2421087,2020-06-23 11:51:33,AL,AL06,26,35,Male,12.5,No,Trump,Strong Republican,2020-06-23,True
1435326,2020-09-16 14:30:55,GA,GA07,91,41,Female,13.6,Yes,Biden,Weak Democrat,2020-09-16,True
2184686,2020-09-05 15:55:32,RI,RI01,42,58,Male,3.6,Yes,Biden,Strong Democrat,2020-09-05,False
2693943,2020-06-22 19:05:33,KS,KS03,41,30,Female,20.3,Yes,Trump,Strong Republican,2020-06-22,True
1496897,2020-06-13 11:07:25,TX,TX28,84,45,Female,10.7,No,Biden,Weak Democrat,2020-06-13,True
2011429,2020-07-04 13:27:15,OR,OR04,81,56,Male,5.2,Yes,Biden,Strong Democrat,2020-07-04,True
2701568,2020-08-26 18:01:56,NC,NC10,31,24,Male,6.1,Yes,Trump,Weak Republican,2020-08-26,True
1451930,2020-06-16 16:31:15,SC,SC05,28,34,Female,3.5,Yes,Biden,Weak Democrat,2020-06-16,True
2314440,2020-08-04 13:07:49,GA,GA01,28,36,Male,4.9,No,Trump,Weak Republican,2020-08-04,False
2674344,2020-08-26 18:14:27,OH,OH11,72,38,Female,14.8,Yes,Biden,Strong Democrat,2020-08-26,False
1732981,2020-07-05 14:30:55,AK,AK00,14,63,Male,1.3,No,Trump,Weak Republican,2020-07-05,True
1874261,2020-07-08 11:32:07,NJ,NJ03,59,44,Male,2.6,Yes,Biden,Strong Democrat,2020-07-08,True
2596250,2020-09-07 19:58:34,NH,NH01,43,55,Male,11.6,Yes,Biden,Weak Democrat,2020-09-07,False
1698461,2020-06-04 17:18:13,WI,WI02,94,64,Male,10.4,Yes,Trump,Strong Republican,2020-06-04,True
1719878,2020-09-10 19:14:29,NM,NM02,67,44,Female,6.6,No,Trump,Weak Republican,2020-09-10,True
2941623,2020-08-12 15:41:41,VA,VA06,74,39,Male,1.9,Yes,Biden,Weak Democrat,2020-08-12,False
2134198,2020-11-13 10:23:14,IA,IA03,76,39,Male,3.4,No,Biden,Independent,2020-11-13,False
1746557,2020-07-01 19:16:31,ME,ME01,96,61,Male,14.1,Yes,Biden,Strong Democrat,2020-07-01,True
2614356,2020-10-07 15:16:41,ND,ND00,11,32,Male,3.9,No,Trump,Weak Republican,2020-10-07,False
1441117,2020-08-16 19:14:19,WV,WV01,51,67,Male,2.6,Yes,Trump,Strong Republican,2020-08-16,True
2443288,2020-09-21 17:25:56,KS,KS02,62,24,Male,5,No,Trump,Strong Republican,2020-09-21,True
1196243,2020-08-27 13:07:07,CO,CO02,13,38,Female,2.9,Yes,Biden,Weak Democrat,2020-08-27,False
2911876,2020-07-31 11:13:15,NC,NC04,58,50,Male,2.8,Yes,Trump,Weak Republican,2020-07-31,True
2923322,2020-08-22 15:18:22,RI,RI01,19,39,Female,19.2,Yes,Biden,Strong Democrat,2020-08-22,False
1161944,2020-11-18 19:37:24,NV,NV01,91,45,Male,2.2,Yes,Biden,Weak Democrat,2020-11-18,False
1793493,2020-06-18 14:36:55,NE,NE02,24,26,female,3.2,Yes,Trump,Weak Republican,2020-06-18,True
2951950,2020-08-07 18:32:34,MT,MT01,47,37,Male,8,Yes,Biden,Weak Democrat,2020-08-07.FALSE
1461219,2020-07-11 14:57:16,MO,MO07,56,56,Male,6,Yes,Trump,Weak Republican,2020-07-11,True
2765320,2020-09-22 13:37:46,SC,SC07,76,42,Male,10,Yes,Biden,Weak Democrat,2020-09-22,False
1704332,2020-06-19 11:38:56,ND,ND01,87,34,Female,13,Yes,Trump,Weak Republican,2020-06-19,True
2085634,2020-07-26 12:19:02,GA,GA07,54,34,Male,1.3,Yes,Biden,Weak Democrat,2020-07-26,False
1283319,2020-07-05 16:02:54,NE,NE02,90,58,Male,11,Yes,Biden,Strong Democrat,2020-07-05,True
1984158,2020-08-11 18:41:10,IN,IN06,96,44,Male,17,No,Biden,Weak Democrat,2020-08-11,False
2934190,2020-11-04 18:06:16,SD,SD01,13,26,Male,2,Yes,Trump,Weak Republican,2020-11-04,True
1763418,2020-10-21 18:20:40,MI,MI08,31,47,Male,6,Yes,Trump,Strong Republican,2020-10-21,True
1109457,2020-06-10 11:19:10,FL,FL01,29,56,Male,5,Yes,Biden,Weak Democrat,2020-06-10,False
1557349,2020-06-12 16:15:00,PA,PA03,80,39,Male,3.9,Yes,Biden,Weak Democrat,2020-06-12,True
1892176,2020-08-30 16:32:23,ME,ME01,55,56,Male,20,Yes,Biden,Strong Democrat,2020-08-30,True
1419870,2020-08-28 18:36:14,OH,OH15,86,60,Male,4,No,Trump,Strong Republican,2020-08-28,True
1335328,2020-07-11 17:38:45,ID,ID02,94,31,Male,13,Yes,Trump,Weak Republican,2020-07-11,True
2335977,2020-09-13 14:37:21,AR,AR02,66,35,Female,8.4,Yes,Trump,Weak Republican,2020-09-13,True
1381930,2020-07-22 18:47:08,WV,WV02,81,42,Female,1,Yes,Biden,Weak Democrat,2020-07-22,False
2631081,2020-10-24 18:25:57,Va,VA07,97,33,Male,5,Yes,Trump,Weak Republican,2020-10-24,True
2481456,2020-06-09 18:57:45,WA,WA01,91,46,Male,4.9,No,Biden,Weak Democrat,2020-06-09,True
1516256,2020-10-12 19:15:35,NY,NY08,73,58,Male,10,Yes,Trump,Weak Republican,2020-10-12,True
2088137,2020-08-15 17:25:42,AZ,AZ06,94,33,Female,4,Yes,Trump,Strong Republican,2020-08-15,True
1634153,2020-06-15 19:11:22,GA,GA06,60,31,Male,1,Yes,Trump,Weak Republican,2020-06-15,True
2025652,2020-09-17 16:28:09,NE,NE01,40,33,Male,16,Yes,Trump,Strong Republican,2020-09-17,True
1496704,2020-10-14 15:49:05,CA,CA11,54,24,Female,18,Yes,Biden,Weak Democrat,2020-10-14,False
2874274,2020-09-01 14:55:10,OR,OR03,82,55,Male,8,Yes,Biden,Strong Democrat,2020-09-01,False
1962561,2020-07-16 10:13:13,KY,KY01,89,36,Male,20,Yes,Trump,Strong Republican,2020-07-16,True
1241569,2020-06-11 15:13:03,TN,TN04,44,35,Male,12,Yes,Biden,Weak Democrat,2020-06-11,True
1323841,2020-08-20 17:53:00,AL,AL04,51,33,Male,10.6,Yes,Trump,Strong Republican,2020-08-20,True
2344690,2020-11-18 14:18:32,SD,SD01,46,26,Female,11.2,Yes,Trump,Weak Republican,2020-11-18,True
1598652,2020-09-11 12:26:44,MA,MA04,44,43,Female,4,Yes,Biden,Weak Democrat,2020-09-11,True
2963492,2020-07-26 18:49:29,CO,CO04,90,56,Male,14.9,Yes,Biden,Weak Democrat,2020-07-26,False
1825329,2020-07-06 14:46:05,AZ,AZ05,41,53,Male,15,Yes,Trump,Strong Republican,2020-07-06,True
2894388,2020-11-13 13:19:37,TX,TX28,31,32,Female,12,Yes,Biden,Weak Democrat,2020-11-13,True
1456961,2020-10-24 15:49:19,IL,IL14,34,38,Male,7InSection=True,TRUE
2877341,2020-08-25 14:11:42,FL,FL07,29,36,Male,4,Yes,Trump,Weak Republican,2020-08-25,True
2012190,2020-10-06 12:46:55,MT,MT01,33,26,Female,1,No,Trump,Strong Republican,2020-10-06,True
1715635,2020-07-19 19:44:19,WI,WI01,76,59,Female,11,Yes,Biden,Strong Democrat,2020-07-19,True
2464120,2020-10-17 15:21:42,NC,NC09,82,40,Male,18,Yes,Biden,Weak Democrat,2020-10-17,False
1751516,2020-11-14 18:30:54,OH,OH04,84,25,Male,8,Yes,Trump,Weak Republican,2020-11-14,True
1371430,2020-07-09 14:01:24,NH,NH01,67,49,Male,20,Yes,Biden,Strong Democrat,2020-07-09,True
2112562,2020-08-10 18:08:55,IA,IA02,53,41,Female,6,Yes,Trump,Weak Republican,2020-08-10,True
1742498,2020-11-19 11:01:47,ID,ID02,70,68,Male,1,Yes,Biden,Weak Democrat,2020-11-19,False
1764175,2020-08-26 13:48:19,MI,MI12,46,46,Male,1,Yes,Trump,Weak Republican,2020-08-26,True
1442493,2020-07-07 15:50:39,WA,WA03,75,35,Male,7,Yes,Trump,Weak Republican,2020-07-07,True
2571936,2020-08-17 15:18:35,GA,GA09,32,43,Female,14,Yes,Biden,Weak Democrat,2020-08-17,True
1504387,2020-07-04 12:45:46,MO,MO03,55,33,Male,3,Yes,Trump,Weak Republican,2020-07-04,True
1543495,2020-09-03 20:34:14,UT,UT03,98,34,Male,1,Yes,Trump,Weak Republican,2020-09-03,True
2554918,2020-07-08 18:01:22,CO,CO01,19,56,Male,1,Yes,Trump,Weak Republican,2020-07-08,True
1274497,2020-07-11 11:18:14,NM,NM02,54,29,Female,11,Yes,Biden,Weak Democrat,2020-07-11,False
2631762,2020-07-09 16:33:19,IN,IN08,73,42,Male,11.3,Yes,Biden,Weak Democrat,2020-07-09,True
2581493,2020-10-27 20:11:27,CT,CT03,45,49,Female,10,Yes,Biden,Strong Democrat,2020-10-27,True
1482891,2020-07-04 13:19:05,LA,LA04,20,41,Male,15,Yes,Trump,Weak Republican,2020-07-04,True
1406966,2020-09-19 19:23:17,ND,ND00,70,58,Male,14,Yes,Biden,Weak Democrat,2020-09-19,False
2835322,2020-07-24 11:15:18,GA,GA11,39,57,Male,4,Yes,Trump,Weak Republican,2020-07-24,True
2315842,2020-09-22 19:00:15,AZ,AZ04,64,36,Male,4,Yes,Biden,Weak Democrat,2020-09-22,False
2031213,2020-10-16 19:25:39,DE,DE01,64,26,Male,8,Yes,Trump,Weak Republican,2020-10-16,True
2751451,2020-09-07 19:39:23,MA,MA06,62,50,Male,12,Yes,Biden,Strong Democrat,2020-09-07,True
1924154,2020-08-31 14:35:41,SC,SC07,97,38,Male,1,Yes,Biden,Weak Democrat,2020-08-31,True
2604916,2020-08-20 17:17:59,MO,MO01,51,54,Male,15,Yes,Trump,Weak Republican,2020-08-20,True
1417347,2020-10-23 18:31:15,OK,OK04,42,48,Male,4,Yes,Trump,Weak Republican,2020-10-23,True
2881578,2020-09-09 18:44:18,UT,UT04,92,29,Male,15,Yes,Biden,Weak Democrat,2020-09-09,True
1531992,2020-10-30 11:29:17,NJ,NJ10,85,49,Male,6,Yes,Biden,Weak Democrat,2020-10-30,True
1326923,2020-08-20 13:01:30,WV,WV02,94,34,Male,20,Yes,Trump,Weak Republican,2020-08-20,True
2272354,2020-07-08 11:58:45,KS,KS01,29,42,Male,18,Yes,Biden,Strong Democrat,2020-07-08,False
2982986,2020-07-05 17:42:12,AL,AL02,74,41,Male,1,Yes,Trump,Weak Republican,2020-07-05,True
2112157,2020-11-03 14:14:55,MS,MS04,88,39,Male,11,Yes,Biden,Weak Democrat,2020-11-03,False
1735555,2020-11-12 19:02:33,RI,RI02,30,51,Female,15,Yes,Biden,Strong Democrat,2020-11-12,True
1968240,2020-08-24 19:35:51,NV,NV04,81,28,Female,5,Yes,Biden,Weak Democrat,2020-08-24,True
2895129,2020-07-25 16:27:52,IN,IN03,98,35,Male,5,Yes,Trump,Weak Republican,2020-07-25,True
1488958,2020-08-18 16:15:08,PA,PA05,66,56,Male,19,Yes,Biden,Weak Democrat,2020-08-18,False
2216252,2020-09-23 17:16:20,SC,SC04,50,39,Male,13,Yes,Trump,Weak Republican,2020-09-23,True
2523259,2020-08-25 16:50:32,Lm,LA04,77,32,Male,8,Yes,Biden,Weak Democrat,2020-08-25,True
2741629,2020-11-18 19:08:07,NH,NH01,57,55,Female,11,Yes,Biden,Weak Democrat,2020-11-18,True
2632618,2020-09-02 13:26:26,NE,NE02,98,30,Male,5,Yes,Trump,Weak Republican,2020-09-02,True
1134568,2020-09-14 19:05:19,NM,NM01,55,47,Male,18,Yes,Biden,Weak Democrat,2020-09-14,False
2442563,2020-10-14 13:46:27,AL,AL05,76,36,Male,4,Yes,Trump,Weak Republican,2020-10-14,True
1883211,2020-07-20 18:39:21,IA,IA02,80,33,Female,4,Yes,Biden,Weak Democrat,2020-07-20,False
2941891,2020-08-24 19:42:40,MI,MI09,60,50,Female,14,Yes,Trump,Weak Republican,2020-08-24,True
1172958,2020-07-16 14:46:36,VT,VT01,96,56,Male,12,Yes,Biden,Strong Democrat,2020-07-16,True
2031864,2020-11-08 15:59:50,KS,KS01,21,34,Male,17,Yes,Biden,Weak Democrat,2020-11-08,True
1053927,2020-09-19 13:26:42,TX,TX07,94,51,Male,3,Yes,Biden,Weak Democrat,2020-09-19,True
1644358,2020-07-14 18:15:25,IN,IN09,11,30,Male,2,Yes,Trump,Weak Republican,2020-07-14,True
1792450,2020-10-17 15:16:34,IL,IL11,75,34,Female,18,Yes,Biden,Weak Democrat,2020-10-17,False
1016286,2020-10-24 19:18:38,MO,MO04,65,25,Male,2,Yes,Trump,Weak Republican,2020-10-24,True
1413941,2020-07-07 18:17:37,NC,NC07,51,54,Male,10,Yes,Trump,Weak Republican,2020-07-07,True
2281982,2020-10-08 18:03:07,MI,MI11,64,40,Male,4,No,Biden,Weak Democrat,2020-10-08,True
1301952,2020-10-01 19:43:38,FL,FL14,81,30,Male,18,Yes,Biden,Weak Democrat,2020-10-01,False
2845426,2020-08-20 16:57:09,OH,OH04,94,42,Male,9,Yes,Trump,Weak Republican,2020-08-20,True
2581769,2020-09-10 13:53:24,GA,GA03,71,36,Male,8,Yes,Trump,Weak Republican,2020-09-10,True
2331657,2020-11-12 16:54:59,IA,IA01,11,38,Male,14,Yes,Trump,Weak Republican,2020-11-12,True
2816278,2020-11-01 16:56:56,MA,MA03,67,46,Male,16,Yes,Biden,Weak Democrat,2020-11-01,False
2491510,2020-07-29 14:58:55,IN,IN07,44,57,Male,2,Yes,Trump,Weak Republican,2020-07-29,True
2364850,2020-10-28 19:04:32,NE,NE01,62,42,Male,12,Yes,Biden,Weak Democrat,2020-10-28,True
1992563,2020-10-09 15:10:10,MO,MO08,24,29,Female,12,Yes,Biden,Weak Democrat,2020-10-09,True
1698463,2020-09-17 15:46:05,ME,ME02,53,41,Male,1,Yes,Biden,Weak Democrat,2020-09-17,True
2202493,2020-06-29 12:39:13,IN,IN06,93,52,Male,15,Yes,Trump,Weak Republican,2020-06-29,True
1906953,2020-08-08 13:56:45,IA,IA04,61,63,Male,10,Yes,Biden,Weak Democrat,2020-08-08,True
2612251,2020-08-30 15:54:27,TX,TX18,48,25,Male,18,Yes,Trump,Weak Republican,2020-08-30,True
1974858,2020-07-22 14:47:07,ND,ND00,89,46,Male,14,Yes,Trump,Weak Republican,2020-07-22,True
1394790,2020-08-16 11:28:13,FL,FL02,69,31,Male,8,Yes,Biden,Weak Democrat,2020-08-16,True
"142316", "2020-11-15 14:05:32", "California", "CA45", 30.0, 62, "Male", 1.237, "No", "Joe Biden", "Lean Democrat", "2020-11-15", True
"142317", "2020-12-10 11:21:08", "New York", "NY16", 45.0, 38, "Female", 0.967, "Yes", "Not Asked", "Strong Democrat", "2020-12-10", True
"142318", "2020-08-28 16:01:59", "Texas", "TX14", 11.0, 55, "Male", 1.198, "No", "Donald Trump", "Strong Republican", "2020-08-28", False
"142319", "2020-11-20 10:49:52", "Florida", "FL27", 50.0, 42, "Female", 1.116, "Yes", "Joe Biden", "Lean Democrat", "2020-11-20", True
"142320", "2020-09-19 13:11:44", "Georgia", "GA11", 59.0, 34, "Male", 1.034, "No", "Not Asked", "Independent", "2020-09-19", True
"142321", "2020-06-26 14:36:18", "North Carolina", "NC11", 77.0, 51, "Female", 1.051, "Yes", "Not Asked", "Lean Republican", "2020-06-26", True
"142322", "2020-10-23 19:34:49", "Michigan", "MI13", 22.0, 46, "Male", 0.903, "No", "Joe Biden", "Strong Democrat", "2020-10-23", True
"142323", "2020-07-17 11:21:58", "Ohio", "OH03", 86.0, 29, "Female", 0.981, "Yes", "Not Asked", "Independent", "2020-07-17", True
"142324", "2020-10-31 14:58:39", "Pennsylvania", "PA09", 52.0, 67, "Male", 1.105, "No", "Donald Trump", "Strong Republican", "2020-10-31", False
"142325", "2020-08-05 15:16:52", "Minnesota", "MN05", 91.0, 58, "Female", 1.124, "Yes", "Joe Biden", "Lean Democrat", "2020-08-05", True
"142326", "2020-09-23 19:45:08", "South Carolina", "SC06", 75.0, 41, "Male", 0.969, "No", "Donald Trump", "Lean Republican", "2020-09-23", False
"142327", "2020-07-20 11:54:29", "Nevada", "NV02", 45.0, 27, "Female", 1.151, "Yes", "Joe Biden", "Lean Democrat", "2020-07-20", True
"142328", "2020-11-04 16:06:48", "Wisconsin", "WI07", 15.0, 65, "Male", 1.195, "No", "Not Asked", "Strong Democrat", "2020-11-04", True
"142329", "2020-10-09 14:42:19", "Arizona", "AZ04", 50.0, 36, "Female", 0.942, "Yes", "Not Asked", "Lean Republican", "2020-10-09", True
"142330", "2020-08-25 12:11:48", "Tennessee", "TN06", 74.0, 53, "Male", 0.987, "No", "Donald Trump", "Strong Republican", "2020-08-25", False
"5006489","2020-06-25 14:30:02","Texas","TX24",2209,41,"Male",1.2314,"No","I am not sure/don't know","Lean Republican","2020-06-25",True
"5756462","2020-08-28 16:57:07","Illinois","IL11",2211,55,"Female",0.9129,"Yes","Joe Biden","Weak Democrat","2020-08-28",True
"7689146","2020-12-22 11:18:36","Pennsylvania","PA06",2214,62,"Male",1.1596,"No","Donald Trump","Strong Republican","2020-12-22",True
"7742988","2020-12-18 14:41:29","Ohio","OH16",2217,29,"Female",0.9958,"Yes","Joe Biden","Lean Democrat","2020-12-18",True
"4587343","2020-06-12 17:19:53","North Carolina","NC07",2219,44,"Male",1.0792,"No","Donald Trump","Strong Republican","2020-06-12",True
"5114761","2020-07-17 12:52:06","Michigan","MI05",2223,56,"Female",0.9038,"Yes","Not Asked","Independent","2020-07-17",True
"6573429","2020-10-29 10:36:35","Virginia","VA03",2226,38,"Male",1.2157,"No","Joe Biden","Weak Democrat","2020-10-29",True
"6731482","2020-11-09 11:17:45","Kentucky","KY04",2229,34,"Female",0.9576,"Yes","Donald Trump","Strong Republican","2020-11-09",True
"7124633","2020-11-22 15:20:29","New Jersey","NJ05",2231,50,"Male",1.0933,"No","Not Asked","Lean Republican","2020-11-22",True
"7791341","2021-01-03 10:43:37","Minnesota","MN06",2233,43,"Female",1.0426,"Yes","Joe Biden","Lean Democrat","2021-01-03",True
"7932134","2021-01-09 12:04:22","Washington","WA06",2236,59,"Male",1.1974,"No","Not Asked","Strong Republican","2021-01-09",True
"8191722","2021-01-15 18:27:24","Massachusetts","MA05",2238,39,"Female",0.9762,"Yes","Joe Biden","Weak Democrat","2021-01-15",True
"8274395","2021-01-18 16:17:33","Arizona","AZ03",2241,32,"Male",1.1663,"No","Donald Trump","Strong Republican","2021-01-18",True
"8532812","2021-01-24 15:07:17","Indiana","IN06",2243,54,"Female",0.9182,"Yes","Not Asked","Lean Republican","2021-01-24",True
"8733415","2021-01-29 18:04:36","Tennessee","TN06",2245,45,"Male",1.0851,"No","Donald Trump","Strong Republican","2021-01-29",True
"7810273","2020-05-12 14:34:47","Michigan","MI-12",1414.24,62,"Female",1.03,"yes","1","Strong Democrat","2020-05-12",TRUE
"3514197","2020-06-02 12:21:31","New York","NY-10",345.65,45,"Male",0.85,"no","1","Weak Republican","2020-06-02",FALSE
"2130956","2020-09-28 11:49:10","Texas","TX-33",421.18,39,"Female",1.21,"yes","0","Independent","2020-09-28",TRUE
"6468192","2020-11-10 09:43:59","North Carolina","NC-02",190.93,68,"Male",0.98,"yes","1","Lean Democrat","2020-11-10",TRUE
"8593453","2020-07-15 16:22:08","Georgia","GA-01",516.76,51,"Female",1.11,"no","1","Strong Republican","2020-07-15",FALSE
"9354739","2020-06-04 15:51:41","New Jersey","NJ-01",682.28,49,"Male",1.07,"yes","1","Weak Democrat","2020-06-04",TRUE
"7618374","2020-05-08 11:18:35","Ohio","OH-14",256.24,35,"Female",0.81,"no","1","Lean Republican","2020-05-08",FALSE
"4681312","2020-12-21 09:26:58","Wisconsin","WI-03",475.94,60,"Male",1.29,"yes","1","Strong Democrat","2020-12-21",TRUE
"6935168","2020-08-25 16:19:23","Virginia","VA-04",341.86,36,"Female",1.02,"yes","0","Independent","2020-08-25",TRUE
"1214831","2020-06-01 09:51:32","Tennessee","TN-08",198.73,46,"Male",1.13,"yes","1","Lean Democrat","2020-06-01",TRUE
"1920373","2021-01-08 16:39:29","Oregon","OR-05",542.18,53,"Female",1.25,"yes","1","Strong Democrat","2021-01-08",TRUE
"4219176","2021-01-05 12:47:41","Connecticut","CT-04",416.27,57,"Male",0.89,"no","0","Weak Republican","2021-01-05",FALSE
"3197348","2021-01-03 14:38:01","Delaware","DE-01",281.85,44,"Female",1.04,"yes","1","Lean Democrat","2021-01-03",TRUE
"4952684","2021-01-01 15:31:41","New Hampshire","NH-01",468.98,34,"Male",1.18,"yes","1","Strong Republican","2021-01-01",TRUE
"7607253","2020-11-01 08:00:05","Ohio","OH16",56,43,"Female",0.812,"no","Joe Biden","Lean Democrat","2020-11-01",TRUE
"5601687","2020-08-22 18:19:59","Georgia","GA07",145,38,"Male",0.623,"yes","Not Asked","Independent","2020-08-22",FALSE
"7104843","2020-10-25 10:46:18","Texas","TX23",125,27,"Female",0.956,"yes","Donald Trump","Strong Republican","2020-10-25",FALSE
"5106791","2020-07-01 12:18:52","New York","NY10",65,51,"Male",0.918,"no","Joe Biden","Lean Democrat","2020-07-01",TRUE
"6406215","2020-09-20 15:49:47","California","CA46",21,62,"Female",0.795,"yes","Not Asked","Weak Democrat","2020-09-20",FALSE
"5401183","2020-07-14 15:38:05","Michigan","MI07",72,39,"Male",0.678,"no","Joe Biden","Lean Democrat","2020-07-14",TRUE
"7506183","2020-11-28 13:29:58","Virginia","VA01",35,57,"Female",0.902,"yes","Joe Biden","Strong Democrat","2020-11-28",FALSE
"7506695","2020-11-18 09:32:38","Massachusetts","MA05",22,32,"Male",0.955,"no","Not Asked","Independent","2020-11-18",FALSE
"5907453","2020-08-31 17:25:57","Illinois","IL01",103,42,"Female",0.799,"yes","Donald Trump","Strong Republican","2020-08-31",TRUE
"7506869","2020-11-25 17:10:22","Washington","WA01",26,50,"Male",0.678,"yes","Joe Biden","Lean Democrat","2020-11-25",TRUE
"5106371","2020-07-04 11:42:09","New Jersey","NJ04",37,55,"Female",0.923,"no","Not Asked","Weak Democrat","2020-07-04",FALSE
"7506397","2020-11-23 16:54:01","Oregon","OR02",56,33,"Male",0.944,"yes","Joe Biden","Strong Democrat","2020-11-23",TRUE
"5401246","2020-07-08 12:27:05","Wisconsin","WI05",29,38,"Female",0.858,"yes","Donald Trump","Lean Republican","2020-07-08",FALSE
"7506144","2020-11-29 10:37:17","Hawaii","HI01",24,56,"Male",0.919,"no","Not Asked","Independent","2020-11-29",FALSE
"7506283","2020-11-19 09:49:08","Nevada","NV01",16,44,"Female",0.938,"yes","Joe Biden","Strong Democrat","2020-11-19",TRUE
"7506924","2020-11-24 08:20:17","New Hampshire","NH02",19,41,"Male",0.968,"yes","Not Asked","Weak Republican","2020-11-24",FALSE
"5106486","2020-07-03 10:33:21","Montana","MT01",14,53,"Female",0.843,"no","Donald Trump","Strong Republican","2020-07-03",TRUE
"5907687","2020-08-30 12:41:40","Kentucky","KY02",96,45,"Male",0.807,"yes","Not Asked","Lean Republican","2020-08-30",FALSE
"7506471","2020-11-27 14:26:11","Arkansas","AR02",22,58,"Female",0.858,"yes","Donald Trump","Strong Republican","2020-11-27",TRUE
"7506674","2020-11-20 15:46:25","Tennessee","TN02",83,34,"Male",0.824,"yes","Not Asked","Weak Democrat","2020-11-20",FALSE
"1493959","2021-04-03 19:50:49","Louisiana","LA01",76.1,42,"Female",2.1,"no","Donald Trump","Weak Democrat","2021-04-03",FALSE
"1482176","2021-02-13 20:41:29","Idaho","ID01",72.1,38,"Female",2.4,"no","Joe Biden","Lean Democrat","2021-02-13",TRUE
"1094553","2021-03-06 19:55:07","Vermont","VT00",44.4,44,"Male",2.2,"no","Joe Biden","Lean Democrat","2021-03-06",TRUE
